GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments 
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,55.64575364,55.64575,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,MLE,Male,,,,,,,,29.60122069,29.60122,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,MLE,Male,,,,,,,,37.02330711,37.02331,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,19470.78534,19470.78534,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,36758.27836,36758.27836,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,MLE,Male,,,,,,,,238.1754216,238.17542,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,MLE,Male,,,,,,,,55.19652027,55.19652,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,9120.888565,9120.88857,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,12777.85078,12777.85078,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,MLE,Male,,,,,,,,17809.1579,17809.15790,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,MLE,Male,,,,,,,,42882.46517,42882.46517,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,MLE,Male,,,,,,,,2111.475821,2111.47582,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,MLE,Male,,,,,,,,3917.579217,3917.57922,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,MLE,Male,,,,,,,,7052.842831,7052.84283,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,MLE,Male,,,,,,,,9339.094369,9339.09437,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,MLE,Male,,,,,,,,12348.9867,12348.98670,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,999.6025613,999.60256,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1482.185185,1482.18519,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,FMLE,Female,,,,,,,,2268.225877,2268.22588,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,FMLE,Female,,,,,,,,3122.330848,3122.33085,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,363.2166272,363.21663,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,419.4591724,419.45917,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,FMLE,Female,,,,,,,,811.3799684,811.37997,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,FMLE,Female,,,,,,,,1253.924063,1253.92406,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,110.0114564,110.01146,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,137.3867098,137.38671,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE30-34,30-34 years,,FMLE,Female,,,,,,,,154.9679724,154.96797,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,FMLE,Female,,,,,,,,244.79474,244.79474,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,FMLE,Female,,,,,,,,344.4845831,344.48458,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,20.55705959,20.55706,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,44.75308371,44.75308,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE20-24,20-24 years,,FMLE,Female,,,,,,,,43.74233915,43.74234,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,FMLE,Female,,,,,,,,103.4640883,103.46409,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,FMLE,Female,,,,,,,,42.2058506,42.20585,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,FMLE,Female,,,,,,,,16.5102931,16.51029,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE10-14,10-14 years,,FMLE,Female,,,,,,,,17.28621262,17.28621,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE15-19,15-19  years,,FMLE,Female,,,,,,,,50.12388549,50.12389,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,FMLE,Female,,,,,,,,59064.32261,59064.32261,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,383.5571466,383.55715,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE1-4,1-4 years,,BTSX,Both sexes,,,,,,,,76.97547942,76.97548,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE5-9,5-9 years,,BTSX,Both sexes,,,,,,,,44.09851935,44.09852,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,10176.79772,10176.79772,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,13797.5216,13797.52160,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE80-84,80-84 years,,BTSX,Both sexes,,,,,,,,17726.4858,17726.48580,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE85PLUS,85+ years,,BTSX,Both sexes,,,,,,,,37015.72074,37015.72074,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGELT1,<1 year,,BTSX,Both sexes,,,,,,,,300.3372275,300.33723,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,4391.949014,4391.94901,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,6014.056173,6014.05617,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE70-74,70-74 years,,BTSX,Both sexes,,,,,,,,9202.075779,9202.07578,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE75-79,75-79 years,,BTSX,Both sexes,,,,,,,,13364.13135,13364.13135,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,1681.640847,1681.64085,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2469.59462,2469.59462,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE60-64,60-64 years,,BTSX,Both sexes,,,,,,,,3663.871212,3663.87121,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE65-69,65-69 years,,BTSX,Both sexes,,,,,,,,5501.148303,5501.14830,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,261.4924922,261.49249,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,462.2496587,462.24966,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE45-49,45-49 years,,BTSX,Both sexes,,,,,,,,787.7016596,787.70166,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE50-54,50-54 years,,BTSX,Both sexes,,,,,,,,1288.950496,1288.95050,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE55-59,55-59 years,,BTSX,Both sexes,,,,,,,,2037.081673,2037.08167,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE25-29,25-29 years,,BTSX,Both sexes,,,,,,,,142.4528262,142.45283,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE30-34,30-34 years,,BTSX,Both sexes,,,,,,,,117.2461831,117.24618,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE35-39,35-39 years,,BTSX,Both sexes,,,,,,,,280.6892782,280.68928,,,,,
LIFE_0000000032,ndx - number of people dying between ages x and x+n,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/32,,,,PUBLISHED,Published,,2019,2019,,EUR,2019,2019,Europe,,WB_HI,High-income,,LUX,Luxembourg,,AGE40-44,40-44 years,,BTSX,Both sexes,,,,,,,,405.1217069,405.12171,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH5,TetanusTetanus,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH6,MeaslesMeasles,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.00000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH7,Meningitis/encephalitisMeningitis/encephalitis,,0,0.03738,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH8,MalariaMalaria,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH9,Acute lower respiratory infectionsAcute lower respiratory infections,,0,0.00000,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,6,6.00000,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH10,PrematurityPrematurity,,0.5,0.54545,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH10,PrematurityPrematurity,,1,1.00925,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,1,1.10000,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH11,Birth asphyxia and birth traumaBirth asphyxia and birth trauma,,0.2,0.18503,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0,0.36667,,,,,
MORT_200,Deaths per 1 000 live births,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3366,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,YEARS0-4,0-4 years,,,,,,,,CH12,Sepsis and other infectious conditions of the newbornSepsis and other infectious conditions of the newborn,,0.1,0.06168,,,,,
MORT_100,Number of deaths,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3365,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,DAYS0-27,0-27 days,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,1,1.06667,,,,,
MORT_300,Distribution of causes of death among children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/89,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,LUX,Luxembourg,,MONTHS1-59,1-59 months,,,,,,,,CH13,"Other communicable, perinatal and nutritional conditionsOther communicable, perinatal and nutritional conditions",,0.1,0.06173,,,,,
